manufacturer,model,year,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,id,month,season,weekend,consumption(kWh/100km)_rolling_mean
Opel,Ampera,2017,Ampera-e First Edition,150,2022-10-01,145073,117.0,22.75,Electricity,Winter tires,1,1,1,Normal,24.4,0,1,7.899999999999999,15,10,fall,weekend,24.4
Opel,Ampera,2017,Ampera-e First Edition,150,2022-08-01,144956,90.0,7.85,Electricity,Winter tires,1,0,0,Normal,24.4,0,1,7.899999999999999,15,8,summer,weekday,24.4
Opel,Ampera,2017,Ampera-e First Edition,150,2022-05-01,144866,87.0,18.24,Electricity,Winter tires,1,1,0,Normal,24.4,0,1,7.899999999999999,15,5,spring,weekend,24.4
Opel,Ampera,2017,Ampera-e First Edition,150,2022-04-01,144779,102.0,25.37,Electricity,Winter tires,1,1,0,Normal,22.32,0,0,5.82,15,4,spring,weekday,23.36
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-30,144677,43.0,14.03,Electricity,Winter tires,1,0,1,Normal,22.32,0,1,5.82,15,12,winter,weekday,22.32
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-29,144634,75.0,4.0,Electricity,Winter tires,0,1,0,Normal,22.32,0,1,5.82,15,12,winter,weekday,22.32
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-29,144559,111.0,19.63,Electricity,Winter tires,1,1,1,Normal,22.32,0,1,5.82,15,12,winter,weekday,22.32
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-26,144448,147.0,44.01,Electricity,Winter tires,1,1,1,Normal,23.77,0,1,7.27,15,12,winter,weekend,23.045
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-23,144301,112.0,24.0,Electricity,Winter tires,1,1,1,Normal,23.77,0,1,7.27,15,12,winter,weekday,23.77
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-23,144189,124.0,23.03,Electricity,Winter tires,1,1,0,Normal,23.77,0,1,7.27,15,12,winter,weekday,23.77
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-21,144065,106.0,48.5,Electricity,Winter tires,1,1,0,Normal,21.22,0,1,4.719999999999999,15,12,winter,weekday,22.495
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-20,143959,235.0,23.86,Electricity,Winter tires,1,1,0,Normal,21.22,0,1,4.719999999999999,15,12,winter,weekday,21.22
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-19,143724,16.0,13.74,Electricity,Winter tires,1,0,0,Normal,23.73,0,1,7.23,15,12,winter,weekend,22.475
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-19,143708,18.0,27.53,Electricity,Winter tires,1,0,0,Normal,23.73,0,1,7.23,15,12,winter,weekend,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-18,143690,98.0,1.19,Electricity,Winter tires,1,1,1,Normal,23.73,0,0,7.23,15,12,winter,weekend,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-16,143592,118.0,26.0,Electricity,Winter tires,1,0,1,Normal,23.73,0,0,7.23,15,12,winter,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-13,143474,70.0,36.0,Electricity,Winter tires,0,1,0,Normal,23.73,0,0,7.23,15,12,winter,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-13,143404,72.0,19.38,Electricity,Winter tires,0,1,0,Normal,23.73,0,1,7.23,15,12,winter,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-13,143332,164.0,14.16,Electricity,Winter tires,1,1,1,Normal,23.73,0,1,7.23,15,12,winter,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-12,143168,88.0,25.39,Electricity,Winter tires,1,1,0,Normal,23.73,0,1,7.23,15,10,fall,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-12,143080,106.0,25.28,Electricity,Winter tires,1,1,1,Normal,23.73,0,1,7.23,15,9,fall,weekend,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-12,142974,98.0,27.78,Electricity,Winter tires,1,1,0,Normal,23.73,0,1,7.23,15,7,summer,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-12,142876,70.0,31.08,Electricity,Winter tires,0,1,0,Moderate,23.73,0,1,7.23,15,6,summer,weekend,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-12,142806,168.0,11.62,Electricity,Winter tires,1,1,0,Moderate,23.73,0,1,7.23,15,6,summer,weekend,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-12,142638,84.0,3.09,Electricity,Winter tires,1,1,1,Moderate,23.73,0,1,7.23,15,6,summer,weekend,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-12,142554,15.0,31.42,Electricity,Winter tires,1,0,0,Normal,23.73,0,1,7.23,15,5,spring,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-12,142539,27.0,16.53,Electricity,Winter tires,1,0,0,Normal,23.73,0,1,7.23,15,5,spring,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-12,142512,70.0,13.2,Electricity,Winter tires,1,1,0,Normal,23.73,0,1,7.23,15,5,spring,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-02-12,142442,109.0,6.7,Electricity,Winter tires,1,1,1,Normal,23.73,0,1,7.23,15,2,winter,weekday,23.73
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-30,142333,84.0,19.56,Electricity,Winter tires,1,1,0,Normal,23.29,0,1,6.789999999999999,15,11,fall,weekday,23.51
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-30,142249,81.0,33.59,Electricity,Winter tires,1,1,1,Normal,22.24,0,1,5.739999999999998,15,11,fall,weekday,22.765
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-26,142168,183.0,25.13,Electricity,Winter tires,1,1,1,Normal,22.24,0,1,5.739999999999998,15,11,fall,weekday,22.24
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-23,141985,100.0,25.11,Electricity,Winter tires,1,1,0,Normal,25.11,0,1,8.61,15,11,fall,weekday,23.675
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-22,141885,111.0,39.29,Electricity,Winter tires,1,1,0,Normal,22.61,0,1,6.109999999999999,15,11,fall,weekday,23.86
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-20,141774,24.0,10.12,Electricity,Winter tires,1,0,0,Normal,22.61,0,1,6.109999999999999,15,11,fall,weekend,22.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-19,141750,84.0,29.08,Electricity,Summer tires,1,1,1,Normal,22.61,0,1,6.109999999999999,15,11,fall,weekday,22.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-18,141666,153.0,15.0,Electricity,Summer tires,1,1,1,Normal,22.61,0,1,6.109999999999999,15,11,fall,weekday,22.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-16,141513,1.0,13.5,Electricity,Summer tires,1,0,0,Normal,22.61,0,1,6.109999999999999,15,11,fall,weekday,22.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-16,141512,180.0,21.75,Electricity,Summer tires,1,1,1,Normal,22.61,0,1,6.109999999999999,15,11,fall,weekday,22.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-11,141332,96.0,18.0,Electricity,Summer tires,1,1,0,Normal,22.61,0,1,6.109999999999999,15,11,fall,weekday,22.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-11,141236,70.0,31.95,Electricity,Summer tires,0,1,0,Normal,21.16,0,0,4.66,15,8,summer,weekday,21.885
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-11,141166,111.0,19.0,Electricity,Summer tires,1,1,1,Normal,21.16,0,1,4.66,15,8,summer,weekday,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-11,141055,100.0,33.82,Electricity,Summer tires,1,1,1,Fast,21.16,0,1,4.66,15,6,summer,weekday,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-11,140955,74.0,10.33,Electricity,Winter tires,0,1,1,Normal,21.16,0,0,4.66,15,5,spring,weekday,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-11,140881,195.0,29.35,Electricity,Winter tires,1,1,1,Normal,21.16,0,1,4.66,15,5,spring,weekday,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-02-11,140686,122.0,25.98,Electricity,Winter tires,1,1,0,Normal,21.16,0,1,4.66,15,2,winter,weekday,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-30,140564,10.0,5.0,Electricity,Winter tires,1,0,0,Normal,21.16,0,0,4.66,15,10,fall,weekend,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-30,140554,205.0,41.38,Electricity,Winter tires,1,1,1,Normal,21.16,0,1,4.66,15,10,fall,weekend,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-28,140349,159.0,24.54,Electricity,Winter tires,1,1,1,Normal,21.16,0,1,4.66,15,10,fall,weekday,21.16
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-26,140190,83.0,25.54,Electricity,Winter tires,1,1,0,Normal,21.44,0,1,4.940000000000001,15,10,fall,weekday,21.300000000000004
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-25,140107,65.0,39.36,Electricity,Winter tires,1,0,0,Fast,21.44,0,1,4.940000000000001,15,10,fall,weekday,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-23,140042,68.0,13.81,Electricity,Winter tires,1,1,0,Fast,21.44,0,0,4.940000000000001,15,10,fall,weekend,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-23,139974,17.0,4.48,Electricity,Winter tires,1,0,0,Fast,21.44,0,0,4.940000000000001,15,10,fall,weekend,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-23,139957,130.0,5.24,Electricity,Winter tires,1,1,1,Fast,21.44,0,0,4.940000000000001,15,10,fall,weekend,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-21,139827,112.0,21.0,Electricity,Summer tires,1,1,0,Fast,21.44,0,1,4.940000000000001,15,10,fall,weekday,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-19,139715,8.0,17.64,Electricity,Summer tires,0,1,0,Fast,21.44,0,0,4.940000000000001,15,10,fall,weekday,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-19,139707,70.0,16.55,Electricity,Summer tires,0,1,0,Fast,21.44,0,0,4.940000000000001,15,10,fall,weekday,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-19,139637,214.0,21.16,Electricity,Summer tires,1,1,1,Fast,21.44,0,1,4.940000000000001,15,10,fall,weekday,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-13,139423,110.0,23.24,Electricity,Summer tires,1,1,1,Fast,21.44,0,1,4.940000000000001,15,10,fall,weekday,21.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-10,139313,64.0,33.53,Electricity,Summer tires,0,1,0,Fast,20.83,0,0,4.329999999999998,15,11,fall,weekday,21.135
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-10,139249,124.0,21.11,Electricity,Summer tires,1,1,1,Fast,20.83,0,1,4.329999999999998,15,11,fall,weekday,20.83
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-10,139125,168.0,30.97,Electricity,Summer tires,1,1,0,Fast,20.83,0,0,4.329999999999998,15,9,fall,weekday,20.83
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-10,138957,165.0,22.91,Electricity,Summer tires,1,1,0,Fast,20.83,0,0,4.329999999999998,15,8,summer,weekday,20.83
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-10,138792,87.0,1.0,Electricity,Summer tires,1,1,1,Fast,15.92,0,0,-0.5800000000000001,15,8,summer,weekday,18.375
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-10,138705,160.0,25.86,Electricity,Summer tires,1,1,1,Fast,15.92,0,1,-0.5800000000000001,15,7,summer,weekend,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-10,138545,150.0,25.95,Electricity,Summer tires,1,1,0,Fast,15.92,0,0,-0.5800000000000001,15,5,spring,weekday,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-30,138395,76.0,29.65,Electricity,Summer tires,0,1,0,Fast,15.92,0,0,-0.5800000000000001,15,9,fall,weekday,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-30,138319,67.0,21.56,Electricity,Summer tires,0,1,0,Fast,15.92,0,0,-0.5800000000000001,15,9,fall,weekday,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-30,138252,125.0,1.04,Electricity,Summer tires,1,1,1,Fast,15.92,0,0,-0.5800000000000001,15,9,fall,weekday,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-28,138127,83.0,22.96,Electricity,Summer tires,1,1,0,Fast,15.92,0,0,-0.5800000000000001,15,9,fall,weekday,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-25,138044,11.0,1.84,Electricity,Summer tires,1,0,0,Fast,15.92,0,0,-0.5800000000000001,15,9,fall,weekend,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-25,138033,117.0,9.0,Electricity,Summer tires,1,1,1,Fast,15.92,0,0,-0.5800000000000001,15,9,fall,weekend,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-22,137916,161.0,26.2,Electricity,Summer tires,1,1,1,Fast,15.92,0,0,-0.5800000000000001,15,9,fall,weekday,15.92
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-21,137755,117.0,19.0,Electricity,Summer tires,1,1,0,Fast,16.24,0,0,-0.2600000000000015,15,9,fall,weekday,16.080000000000002
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-19,137638,8.0,15.56,Electricity,Summer tires,1,0,1,Normal,14.15,0,0,-2.35,15,9,fall,weekend,15.195
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-18,137630,207.0,18.5,Electricity,Summer tires,0,1,1,Normal,14.15,0,0,-2.35,15,9,fall,weekend,14.15
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-18,137423,167.0,29.67,Electricity,Summer tires,0,1,0,Normal,14.15,1,0,-2.35,15,9,fall,weekend,14.15
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-18,137256,158.0,18.5,Electricity,Summer tires,0,1,1,Normal,14.15,1,0,-2.35,15,9,fall,weekend,14.15
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-17,137098,291.0,34.0,Electricity,Summer tires,0,1,1,Normal,14.15,1,0,-2.35,15,9,fall,weekday,14.15
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-16,136807,298.0,43.52,Electricity,Summer tires,1,0,1,Moderate,14.15,1,0,-2.35,15,9,fall,weekday,14.15
Opel,Ampera,2017,Ampera-e First Edition,150,2021-10-09,136509,61.0,46.78,Electricity,Summer tires,1,0,1,Moderate,15.45,1,0,-1.0500000000000007,15,10,fall,weekend,14.8
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-09,136448,102.0,2.6,Electricity,Summer tires,1,0,1,Moderate,15.45,1,0,-1.0500000000000007,15,9,fall,weekday,15.45
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-09,136346,79.0,10.08,Electricity,Summer tires,1,0,1,Moderate,15.45,1,0,-1.0500000000000007,15,9,fall,weekday,15.45
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-09,136267,136.0,3.15,Electricity,Summer tires,1,0,1,Moderate,15.45,1,0,-1.0500000000000007,15,9,fall,weekday,15.45
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-09,136131,213.0,38.82,Electricity,Summer tires,0,1,1,Fast,15.45,1,0,-1.0500000000000007,15,5,spring,weekend,15.45
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-09,135918,126.0,24.13,Electricity,Summer tires,0,1,0,Fast,15.45,1,0,-1.0500000000000007,15,5,spring,weekend,15.45
Opel,Ampera,2017,Ampera-e First Edition,150,2021-04-09,135792,160.0,19.08,Electricity,Summer tires,0,1,0,Fast,15.45,0,0,-1.0500000000000007,15,4,spring,weekday,15.45
Opel,Ampera,2017,Ampera-e First Edition,150,2021-04-09,135632,212.0,23.57,Electricity,Summer tires,0,1,1,Fast,15.45,0,0,-1.0500000000000007,15,4,spring,weekday,15.45
Opel,Ampera,2017,Ampera-e First Edition,150,2021-03-09,135420,87.0,10.0,Electricity,Summer tires,1,1,1,Fast,18.78,0,0,2.280000000000001,15,3,spring,weekday,17.115000000000002
Opel,Ampera,2017,Ampera-e First Edition,150,2021-03-09,135333,116.0,20.36,Electricity,Summer tires,1,1,0,Fast,18.78,0,0,2.280000000000001,15,3,spring,weekday,18.78
Opel,Ampera,2017,Ampera-e First Edition,150,2021-02-09,135217,16.0,11.6,Electricity,Summer tires,1,1,1,Fast,18.78,0,0,2.280000000000001,15,2,winter,weekday,18.78
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-31,135201,87.0,33.64,Electricity,Summer tires,1,1,1,Fast,18.78,0,0,2.280000000000001,15,8,summer,weekday,18.78
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-31,135114,212.0,18.8,Electricity,Summer tires,1,1,1,Fast,18.78,0,0,2.280000000000001,15,8,summer,weekday,18.78
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-26,134902,93.0,21.51,Electricity,Summer tires,1,1,0,Fast,18.78,0,0,2.280000000000001,15,8,summer,weekday,18.78
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-25,134809,185.0,31.43,Electricity,Summer tires,1,1,0,Fast,18.78,0,0,2.280000000000001,15,8,summer,weekday,18.78
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-24,134624,112.0,23.21,Electricity,Summer tires,1,1,0,Fast,18.78,0,0,2.280000000000001,15,8,summer,weekday,18.78
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-20,134512,79.0,25.08,Electricity,Summer tires,1,1,1,Fast,17.82,0,0,1.3200000000000005,15,8,summer,weekday,18.300000000000004
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-20,134433,170.0,20.63,Electricity,Summer tires,1,1,1,Fast,17.82,0,0,1.3200000000000005,15,8,summer,weekday,17.82
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-18,134263,100.0,22.75,Electricity,Summer tires,1,1,0,Fast,17.82,0,0,1.3200000000000005,15,8,summer,weekday,17.82
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-17,134163,81.0,13.89,Electricity,Summer tires,0,1,0,Fast,17.82,0,0,1.3200000000000005,15,8,summer,weekday,17.82
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-17,134082,158.0,26.15,Electricity,Summer tires,1,1,0,Fast,17.82,0,0,1.3200000000000005,15,8,summer,weekday,17.82
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-14,133924,23.0,0.39,Electricity,Summer tires,0,1,0,Fast,17.82,0,0,1.3200000000000005,15,8,summer,weekend,17.82
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-14,133901,93.0,14.25,Electricity,Summer tires,1,1,0,Fast,15.32,0,0,-1.1799999999999995,15,8,summer,weekend,16.57
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-13,133808,92.0,23.71,Electricity,Summer tires,1,1,0,Fast,18.61,0,0,2.1099999999999994,15,8,summer,weekday,16.965000000000003
Opel,Ampera,2017,Ampera-e First Edition,150,2021-11-08,133716,60.0,4.65,Electricity,Summer tires,1,0,0,Fast,18.61,0,0,2.1099999999999994,15,11,fall,weekday,18.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-08,133656,149.0,37.82,Electricity,Summer tires,0,1,0,Fast,18.61,0,0,2.1099999999999994,15,8,summer,weekend,18.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-08,133507,164.0,20.37,Electricity,Summer tires,1,1,0,Fast,18.61,0,0,2.1099999999999994,15,8,summer,weekend,18.61
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-08,133343,82.0,13.4,Electricity,Summer tires,1,1,0,Fast,16.34,0,0,-0.1600000000000001,15,8,summer,weekend,17.475
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-08,133261,93.0,20.0,Electricity,Summer tires,1,1,0,Fast,17.11,0,0,0.6099999999999994,15,5,spring,weekend,16.725
Opel,Ampera,2017,Ampera-e First Edition,150,2021-04-08,133168,100.0,32.05,Electricity,Summer tires,1,1,1,Fast,17.11,0,0,0.6099999999999994,15,4,spring,weekday,17.11
Opel,Ampera,2017,Ampera-e First Edition,150,2021-02-08,133068,228.0,20.0,Electricity,Summer tires,1,1,0,Fast,17.11,0,0,0.6099999999999994,15,2,winter,weekday,17.11
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-29,132840,208.0,21.0,Electricity,Summer tires,1,1,0,Fast,15.1,0,0,-1.4000000000000004,15,7,summer,weekday,16.105
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-26,132632,110.0,25.1,Electricity,Summer tires,1,1,1,Fast,15.1,0,0,-1.4000000000000004,15,7,summer,weekday,15.1
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-25,132522,130.0,11.29,Electricity,Summer tires,1,0,0,Fast,15.1,0,0,-1.4000000000000004,15,7,summer,weekend,15.1
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-20,132392,96.0,22.0,Electricity,Summer tires,1,1,1,Fast,15.1,0,0,-1.4000000000000004,15,7,summer,weekday,15.1
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-17,132296,149.0,27.78,Electricity,Summer tires,1,1,1,Fast,15.1,0,0,-1.4000000000000004,15,7,summer,weekend,15.1
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-15,132147,182.0,24.98,Electricity,Summer tires,1,1,1,Fast,15.1,0,0,-1.4000000000000004,15,7,summer,weekday,15.1
Opel,Ampera,2017,Ampera-e First Edition,150,2021-12-07,131965,103.0,16.01,Electricity,Summer tires,1,1,1,Normal,15.54,0,0,-0.9600000000000009,15,12,winter,weekday,15.32
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-07,131862,7.0,11.94,Electricity,Summer tires,1,0,1,Normal,18.87,0,0,2.370000000000001,15,9,fall,weekday,17.205000000000002
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-07,131855,136.0,24.35,Electricity,Summer tires,0,1,0,Normal,18.87,0,0,2.370000000000001,15,9,fall,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-07,131719,69.0,28.2,Electricity,Summer tires,0,1,0,Normal,18.87,0,0,2.370000000000001,15,9,fall,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-09-07,131650,185.0,17.18,Electricity,Summer tires,0,1,0,Normal,18.87,0,0,2.370000000000001,15,9,fall,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-07,131465,85.0,28.27,Electricity,Summer tires,0,1,1,Normal,18.87,0,0,2.370000000000001,15,8,summer,weekend,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-07,131380,133.0,20.4,Electricity,Summer tires,0,1,1,Normal,18.87,0,0,2.370000000000001,15,8,summer,weekend,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-08-07,131247,281.0,42.02,Electricity,Summer tires,1,1,1,Normal,18.87,0,0,2.370000000000001,15,8,summer,weekend,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-07-07,130966,30.0,11.91,Electricity,Summer tires,1,0,1,Normal,18.87,0,0,2.370000000000001,15,7,summer,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-07,130936,28.0,6.22,Electricity,Summer tires,1,0,1,Normal,18.87,0,0,2.370000000000001,15,6,summer,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-07,130907,150.0,38.01,Electricity,Summer tires,1,1,1,Normal,18.87,0,0,2.370000000000001,15,5,spring,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-05-07,130758,74.0,16.39,Electricity,Summer tires,1,1,0,Normal,18.87,0,0,2.370000000000001,15,5,spring,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-02-07,130684,187.0,13.0,Electricity,Summer tires,1,1,1,Normal,18.87,0,0,2.370000000000001,15,2,winter,weekend,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-01-07,130497,162.0,22.46,Electricity,Summer tires,0,1,1,Normal,18.87,0,0,2.370000000000001,15,1,winter,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-28,130335,14.0,3.26,Electricity,Summer tires,1,0,0,Normal,18.87,0,0,2.370000000000001,15,6,summer,weekday,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-27,130321,210.0,46.75,Electricity,Summer tires,1,1,1,Normal,18.87,0,0,2.370000000000001,15,6,summer,weekend,18.87
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-26,130110,21.0,20.19,Electricity,Summer tires,1,0,0,Normal,17.85,0,0,1.3500000000000014,15,6,summer,weekend,18.360000000000003
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-25,130090,217.0,17.08,Electricity,Summer tires,1,0,0,Normal,17.85,0,0,1.3500000000000014,15,6,summer,weekday,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-24,129872,3.0,14.27,Electricity,Summer tires,1,0,0,Normal,17.85,0,0,1.3500000000000014,15,6,summer,weekday,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-24,129870,185.0,14.7,Electricity,Summer tires,0,1,1,Normal,17.85,0,0,1.3500000000000014,15,6,summer,weekday,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-23,129685,7.0,19.12,Electricity,Summer tires,1,0,0,Normal,17.85,0,0,1.3500000000000014,15,6,summer,weekday,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-23,129678,197.0,33.23,Electricity,Summer tires,1,0,1,Normal,17.85,0,0,1.3500000000000014,15,6,summer,weekday,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-19,129481,144.0,29.76,Electricity,Summer tires,0,1,0,Normal,17.85,1,0,1.3500000000000014,15,6,summer,weekend,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-19,129336,141.0,27.91,Electricity,Summer tires,0,1,0,Normal,17.85,1,0,1.3500000000000014,15,6,summer,weekend,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-19,129196,217.0,25.8,Electricity,Summer tires,0,1,0,Normal,17.85,1,0,1.3500000000000014,15,6,summer,weekend,17.85
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-19,128979,101.0,12.18,Electricity,Summer tires,1,1,1,Fast,18.44,0,0,1.9400000000000013,15,6,summer,weekend,18.145000000000003
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-17,128877,108.0,27.99,Electricity,Summer tires,1,1,0,Fast,18.44,0,0,1.9400000000000013,15,6,summer,weekday,18.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-15,128770,102.0,13.13,Electricity,Summer tires,1,1,1,Fast,18.44,0,0,1.9400000000000013,15,6,summer,weekday,18.44
Opel,Ampera,2017,Ampera-e First Edition,150,2021-06-14,128668,111.0,47.56,Electricity,Summer tires,1,1,0,Fast,18.44,0,0,1.9400000000000013,15,6,summer,weekday,18.44
